season,site,tree,latitude,longitude,elevation,higth,diameter,volume,distance_to_NN_20km,reproduction,reproduction_prop,est_n_fruits,pre_female,early_female,late_female,early_interph,late_interph,early_male,late_male,total_syconia,synchrony, damaged_syconia,counted_syconia
S2013,112,02NW,27.58006004,-113.07221,NA,NA,NA,NA,0.801,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,02S,27.58007001,-113.07212,NA,5,4,335.1032164,0.807,Yes,0.85,284.8377339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,02SW,27.58006004,-113.07214,NA,3,1.5,28.27433388,0.806,Yes,0.375,10.60287521,0,0,0,3,2,0,34,39,1.301112062,0,60
S2013,112,02W,27.58006004,-113.07217,NA,3,1.75,38.48451001,0.803,Yes,0.85,32.71183351,0,0,0,0,1,6,34,41,1.409052808,1,60
S2013,112,3,27.55480997,-113.07911,NA,6,4,402.1238597,1.387,Yes,0.375,150.7964474,0,0,0,38,0,1,1,40,1.106500692,40,60
S2013,112,4,27.55686999,-113.07883,NA,4,3,150.7964474,1.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,5,27.56044001,-113.07883,NA,5,6,753.9822369,1.192,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,6,27.56428001,-113.07563,NA,5,4,335.1032164,0.776,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,7,27.56509004,-113.07475,NA,10,7,2052.5072,0.696,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,8,27.56533002,-113.07446,NA,5,3.25,221.2204827,0.694,Yes,0.0001,0.022122048,0,0,0,18,0,0,0,18,1,3,60
S2013,112,9,27.09161997,-112.47708,NA,NA,NA,NA,3.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,09M,27.56450004,-113.0732,NA,3.5,3.5,179.59438,0.801,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,09N,27.56451001,-113.07324,NA,4,4,268.0825731,0.798,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,09S,27.56448001,-113.07322,NA,3.5,3,131.9468915,0.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,10,27.56567996,-113.07319,NA,5,3.5,256.5634,0.805,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,101,27.57286702,-113.077776,1126.17,5,6,753.9822369,0.769,Yes,0.025,18.84955592,0,0,0,39,1,0,0,40,1.051248357,12,60
S2013,112,102,27.58076596,-113.080819,1071.91,7,6,1055.575132,0.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,103E,27.58077602,-113.08149,1071.17,8,7,1642.00576,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,103W,27.58079999,-113.08148,1072.59,4,9,1357.168026,0.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,104,27.58044996,-113.083166,1057.9,9,10,3769.911184,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,105,27.58039397,-113.084721,1062.18,8,8,2144.660585,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,106,27.57977698,-113.084052,1028.16,9,15,8482.300165,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,107,27.57919301,-113.08452,1018,12,12,7238.229474,0.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,108,27.57934397,-113.084947,1010.49,14,9,4750.088092,0.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,109,27.57787404,-113.087787,1030.68,NA,NA,NA,1.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,11,27.56589001,-113.07303,NA,2.5,1.5,23.5619449,0.833,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,110,27.57832096,-113.086721,988.78,3,1.5,28.27433388,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,111,27.577896,-113.087833,1032.35,NA,NA,NA,1.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,112,27.57916904,-113.087315,1047.8,4.5,5,471.238898,1.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,113,27.57867702,-113.087641,1045.18,NA,NA,NA,1.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,114,27.57954497,-113.086537,1063.79,2,4,134.0412866,1.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,115,27.57960498,-113.086045,1064.03,5,5,523.5987756,1.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,12,27.56691998,-113.07573,NA,6.5,6,980.1769079,0.691,Yes,0.625,612.6105675,0,0,0,20,17,2,0,39,2.194805195,0,60
S2013,112,13,27.56599998,-113.07684,NA,3,3,113.0973355,0.649,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,14,27.56592002,-113.07774,NA,0.1,0.1,0.00418879,0.674,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,15,27.56593997,-113.07772,NA,3,3,113.0973355,0.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,16E,27.56579999,-113.07707,NA,4,2,67.02064328,0.649,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,16W,27.56579001,-113.07709,NA,4,3.5,205.25072,0.651,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,17,27.57077004,-113.0756,NA,3,3.25,132.7322896,0.576,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,18,27.57124999,-113.07603,NA,7,3.5,359.1887601,0.613,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,19E,27.57376003,-113.07608,NA,3.83,2.5,100.2691655,0.761,NA,NA,NA,0,0,0,0,0,3,35,38,1.170178282,8,60
S2013,112,19NW,27.57374,-113.07612,NA,4.33,2.67,129.3001499,0.759,Yes,0.375,48.48755621,0,0,0,0,0,0,40,40,1,4,60
S2013,112,19W,27.57370002,-113.07611,NA,5,2.17,98.62297098,0.755,Yes,0.375,36.98361412,0,0,0,0,0,0,40,40,1,NA,NA
S2013,112,20E,27.57357001,-113.07639,NA,1.83,6,275.9574987,0.742,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,20W,27.57353003,-113.07641,NA,2.73,4.5,231.5667945,0.738,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,21M,27.57381996,-113.07678,NA,2.67,1.67,31.1912524,0.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,21N,27.57383999,-113.07674,NA,3,3.17,126.2782017,0.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,21SW,27.57381996,-113.07677,NA,1.5,0.5,1.570796327,0.774,Yes,0.0001,0.00015708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,22NE,27.57311001,-113.07755,NA,2.83,5.67,381.1019427,0.778,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,22SW,27.57311001,-113.07755,NA,1.5,2,25.13274123,0.778,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,23,27.53906398,-113.102476,772.72,4,6,603.1857895,4.041,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,24,27.53868604,-113.102928,756.87,1.5,1,6.283185307,4.102,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,25,27.53989102,-113.103831,706.64,7,5,733.0382858,4.075,No,0,0,2,0,0,0,0,5,31,38,1.458585859,0,60
S2013,112,26,27.54886502,-113.086702,866.98,4,3,150.7964474,2.193,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,27,27.54835197,-113.088348,864.45,3,4,201.0619298,2.335,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,28,27.54646897,-113.09607,817.44,5,5,523.5987756,3.017,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,29,27.57587302,-113.078044,1149.67,4.5,5.5,570.1990666,0.642,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,30,27.57636202,-113.077738,1171.88,2,1.5,18.84955592,0.596,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,31,27.57706502,-113.078216,1149.39,2,1,8.37758041,0.531,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,32,27.57694398,-113.0781,1147.63,1.25,1.25,8.181230869,0.543,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,321,27.58234503,-113.079899,1086.66,4,2,67.02064328,0.699,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,34,27.58145998,-113.075885,1140.17,8,10,3351.032164,0.596,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,35,27.58145001,-113.076075,1137.86,3,1,12.56637061,0.589,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,36,27.58103301,-113.074318,1127.95,5,0.2,0.837758041,0.706,Yes,0.025,0.020943951,15,15,6,3,0,0,0,39,3.072727273,4,60
S2013,112,37,27.58102798,-113.074265,1128.62,12,5,1256.637061,0.712,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,38,27.58100602,-113.074156,1122.64,0.5,0.5,0.523598776,0.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,39,27.57966097,-113.074538,1109.24,6,6,904.7786842,0.674,Yes,0.025,22.61946711,1,0,1,4,2,4,28,40,1.946472019,0,60
S2013,112,40,27.58025902,-113.073475,1124.78,4,4,268.0825731,0.767,Yes,0.375,100.5309649,0,0,1,16,9,10,7,43,3.796714579,4,60
S2013,112,41,27.57993699,-113.075811,1096.52,8,5,837.758041,0.567,Yes,0.375,314.1592654,0,0,4,6,2,4,24,40,2.469135802,0,60
S2013,112,42,27.566708,-113.075651,1037.14,NA,NA,NA,0.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,43,27.56448302,-113.074257,1044.59,4,3.75,235.619449,0.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,112,70,27.57081899,-113.073717,1131.02,3,3,113.0973355,0.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,1,27.24722003,-112.36624,NA,10,8,2680.825731,23.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,2,27.24884,-112.36545,NA,14,7,2873.51008,23.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,3,27.24927996,-112.36528,NA,NA,NA,NA,23.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,04M,27.20896997,-112.38321,NA,12,15,11309.73355,18.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,04N,27.20898002,-112.38315,NA,5,5,523.5987756,18.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,04SW,27.20889998,-112.38332,NA,6,8,1608.495439,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,5,27.21086,-112.38254,NA,NA,NA,NA,19.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,6,27.20461003,-112.38927,NA,12,8,3216.990877,18.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,7,27.12442003,-112.48282,NA,NA,NA,NA,5.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,8,27.09117003,-112.47709,NA,NA,NA,NA,3.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,10,27.09196002,-112.47722,NA,NA,NA,NA,3.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,11,27.09226999,-112.47731,NA,NA,NA,NA,3.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,12,27.09187998,-112.47693,NA,NA,NA,NA,3.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,13,27.09253997,-112.47705,NA,NA,NA,NA,3.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,14,27.09232002,-112.47674,NA,NA,NA,NA,3.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,15,27.09192004,-112.47586,NA,NA,NA,NA,3.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,16,27.09215004,-112.47551,NA,NA,NA,NA,3.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,17,27.08671999,-112.4804,NA,NA,NA,NA,3.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,18,27.08681001,-112.47992,NA,NA,NA,NA,3.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,20,27.08695502,-112.516378,644.98,8.5,7,1744.63112,0.373,Yes,0.025,43.61577801,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,60
S2013,113,21,27.08292601,-112.519367,734.07,10.5,10.5,4849.048261,0.301,Yes,0.0001,0.484904826,7,0,36,0,0,0,0,43,1.37472119,31,60
S2013,113,22,27.08343403,-112.519176,728.21,10,10,4188.790205,0.317,Yes,0.15,628.3185307,9,5,2,6,6,10,0,38,5.120567376,27,60
S2013,113,23,27.083457,-112.518894,723.92,13.5,17.5,17318.0295,0.292,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,24,27.08346597,-112.518659,716.34,10,6,1507.964474,0.27,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,25,27.08358097,-112.518416,713.71,4.5,1,18.84955592,0.245,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,26,27.083802,-112.518271,727.34,2.25,2.5,58.90486225,0.236,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,27,27.08387199,-112.517526,700.85,12,12,7238.229474,0.21,Yes,NA,NA,40,0,0,0,0,0,0,40,1,15,60
S2013,113,28,27.083931,-112.517268,693.29,9.5,11.5,5262.691294,0.198,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,60
S2013,113,29,27.08476399,-112.516708,678.67,13,10,5445.427266,0.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,30,27.08561199,-112.51703,659.38,8,8,2144.660585,0.236,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,31,27.08554401,-112.516804,666.55,15.5,16,16621.11953,0.242,Yes,0.85,14127.9516,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,60
S2013,113,32,27.08270104,-112.519514,721.53,11.5,17,13921.44425,0.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,33,27.08185304,-112.519629,731.53,9,7.5,2120.575041,0.285,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,34,27.08140603,-112.519715,747.36,15.5,12,9349.379737,0.282,Yes,NA,NA,10,1,1,7,7,0,0,26,3.38,0,60
S2013,113,35,27.07979403,-112.520438,797.29,12,14,9852.034562,0.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,36,27.07943704,-112.520368,805.75,16,14.5,14091.09025,0.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,37,27.07937401,-112.520288,818.44,8,1.5,75.39822369,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,38,27.07925498,-112.521563,833.22,13,11.5,7201.57756,0.549,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,60
S2013,113,39,27.07938096,-112.521459,840.49,12,11,6082.123377,0.532,Yes,NA,NA,10,31,0,0,0,0,0,41,1.584354383,0,60
S2013,113,40,27.07931902,-112.521257,837.13,11,9,3732.212072,0.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,41,27.08013198,-112.519224,808.74,13.5,11.5,7478.561312,0.375,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,42,27.08022703,-112.519102,806.35,13,11,6588.966992,0.36,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,43,27.08030096,-112.519128,803,6,8,1608.495439,0.354,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,44,27.08307504,-112.518949,745.07,17.5,15,16493.36143,0.309,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,50,27.083054,-112.518948,728.39,NA,NA,NA,0.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,51,27.08263499,-112.518502,745.78,10,10,4188.790205,0.274,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,52,27.08282501,-112.518024,731.49,9,8,2412.743158,0.261,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,53,27.08323002,-112.517731,706.67,NA,NA,NA,0.242,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,54,27.08328199,-112.517165,712.42,NA,NA,NA,0.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,55,27.08383997,-112.516843,693.05,NA,NA,NA,0.201,Yes,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,56,27.08452201,-112.516198,689.65,NA,NA,NA,0.182,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,60
S2013,113,57,27.08485996,-112.516405,677.45,NA,NA,NA,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,60
S2013,113,58,27.085369,-112.516087,680.18,9,7,1847.25648,0.219,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,59A,27.08504998,-112.515464,691.94,9,6,1357.168026,0.192,Yes,0.025,33.92920066,18,2,2,2,0,0,0,24,1.714285714,10,40
S2013,113,59B,27.08500698,-112.515411,693.88,7,7,1436.75504,0.192,Yes,0.025,35.91887601,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,60
S2013,113,60,27.08490204,-112.515396,697.28,7,10,2932.153143,0.188,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,61,27.08660801,-112.516565,660.2,NA,NA,NA,0.347,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,62,27.08608397,-112.51676,667.78,5,7,1026.2536,0.295,Yes,0.375,384.8451001,3,2,2,28,0,0,0,35,1.529338327,17,60
S2013,113,63,27.085413,-112.515431,694.31,5,8,1340.412866,0.213,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,64,27.08554996,-112.515469,691.22,9,5,942.4777961,0.226,Yes,0.025,23.5619449,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,60
S2013,113,65,27.08458504,-112.515369,709.28,12,12,7238.229474,0.185,Yes,0.025,180.9557368,1,16,11,13,0,0,0,41,3.073126143,0,60
S2013,113,66,27.08390501,-112.514813,735.4,13,15,12252.21135,0.201,Yes,0.375,4594.579256,6,27,6,0,0,0,0,39,1.898876404,2,60
S2013,113,67,27.08378498,-112.514551,740.28,12,10,5026.548246,0.227,Yes,0.0001,0.502654825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,69,27.08358499,-112.514798,750.81,6,3,226.1946711,0.228,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,70,27.08378197,-112.514253,771.93,25,25,65449.84695,0.253,Yes,0.025,1636.246174,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,60
S2013,113,71,27.08402303,-112.513956,780.37,10,20,16755.16082,0.26,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,72,27.08416804,-112.513916,768.44,14,6,2111.150263,0.258,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,73,27.08320102,-112.514079,798.95,20,20,33510.32164,0.295,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,74,27.08304704,-112.514273,802.67,14,12,8444.601053,0.292,Yes,0.025,211.1150263,3,4,6,25,2,0,0,40,2.31884058,4,60
S2013,113,75,27.08316799,-112.514382,805.73,6,7,1231.50432,0.276,Yes,0.025,30.78760801,1,2,1,15,0,0,0,19,1.562770563,0,60
S2013,113,76,27.08310798,-112.514453,808.4,12,8,3216.990877,0.274,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,77,27.08331903,-112.514455,762.91,12,8,3216.990877,0.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,78,27.07969696,-112.521194,843.82,10,6.5,1769.763862,0.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,781,27.08366303,-112.514746,755.39,NA,NA,NA,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,90,27.08648404,-112.516929,644.29,12,15,11309.73355,0.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,113,91,27.08378398,-112.517221,686.82,9,7,1847.25648,0.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,1,26.36279102,-111.804372,257.83,NA,NA,NA,0.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,11,26.36243002,-111.80448,NA,NA,NA,NA,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,2,26.36298004,-111.803874,262.56,NA,NA,NA,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,02A,26.35789733,-111.803596,267.61,18,20,30159.28947,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,02B,26.35789532,-111.8035568,270.25,20,22,40547.48918,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,3,26.36288297,-111.803477,280.66,NA,NA,NA,0.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,4,26.36294802,-111.802742,286.04,NA,NA,NA,0.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,41,26.35737003,-111.80321,NA,11,7,2257.75792,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,5,26.363362,-111.80086,296.62,NA,NA,NA,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,6,26.35698002,-111.80314,NA,NA,NA,NA,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,06N,26.362442,-111.801078,269.46,NA,NA,NA,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,06S,26.36229498,-111.801021,267.52,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,7,26.35695999,-111.80311,NA,NA,NA,NA,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,07E,26.37037296,-111.808426,249.55,7,5,733.0382858,1.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,07W,26.37040297,-111.808506,250.62,12,9,4071.504079,1.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,8,26.37030699,-111.809721,275.85,NA,NA,NA,1.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,81,26.35689997,-111.80311,NA,14,6,2111.150263,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,9,26.36987801,-111.810296,267.22,NA,NA,NA,1.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,10,26.36998798,-111.810405,276.75,10,10,4188.790205,1.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,101,26.35649001,-111.80294,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,11,26.36992503,-111.810612,285.75,12,14,9852.034562,1.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,111,26.35629002,-111.80288,NA,NA,NA,NA,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,12,26.35607,-111.80278,NA,NA,NA,NA,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,12A,26.36989804,-111.810544,278.96,16,12,9650.972632,1.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,12A1,26.3537415,-111.8008069,261.84,NA,NA,NA,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,12B,26.36979301,-111.810459,276.52,NA,NA,NA,1.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S2013,95,12B1,26.35369909,-111.8008511,257.28,NA,NA,NA,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
